"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TWF1|5756",8941.06729571074,-0.288857304290547,0.366533595124203,-0.788078659454573,0.430650697046856,0.729458301541825
"CEP57|9702",3429.47618246178,0.291835093905214,0.37038196896842,0.787930078556542,0.430737606150086,0.729475606182766
"NCRNA00174|285908",564.211384691388,-0.31260922367665,0.396778149940476,-0.787869049048056,0.430773306956561,0.729475606182766
"PANK4|55229",1071.39159954447,-0.29277399589917,0.371657368700637,-0.787752431554757,0.430841530182067,0.729527029974398
"OLFML3|56944",4471.06303598346,0.302706108733339,0.384323063823547,0.787634511761488,0.430910521648343,0.729579745447656
"C5orf44|80006",1964.82678271977,-0.292215723860077,0.371104255829848,-0.78742218465438,0.431034764265086,0.729608253032239
"KCNQ1|3784",739.318398841289,-0.294367383613298,0.373805191278124,-0.787488752113875,0.43099581026551,0.729608253032239
"PHGR1|644844",43.7591998855597,0.465195492144206,0.590790729898743,0.787411630889904,0.431040940313011,0.729608253032239
"PGM3|5238",1932.2698821395,-0.29311127113047,0.372302325017433,-0.787293689655968,0.431109962846545,0.729660995434373
"TMEM63A|9725",6210.4819117843,-0.29019424300981,0.368656265175092,-0.787167533615585,0.431183800010807,0.729721876702228
"USP22|23326",17643.9803043271,0.303378878687177,0.385773028628005,0.786418064959436,0.431622603500387,0.730400350549347
"MRPS28|28957",1210.89166525657,-0.29460826426391,0.374855139019066,-0.785925637927363,0.431911053524675,0.730824296467996
"CGRRF1|10668",944.59333469018,0.292284228834344,0.371983465125976,0.785745217829399,0.432016766537495,0.730874822925474
"POU1F1|5449",1.78790310985409,-0.726303314698133,0.924338639680561,-0.785754574696925,0.432011283727371,0.730874822925474
"ARHGEF10|9639",3109.84323486472,0.289160481543428,0.36814799907605,0.785446294069615,0.43219194703504,0.731107005908731
"MFN1|55669",3283.12607181447,0.292930684751438,0.37310060531983,0.785125192976655,0.432380170104873,0.731114400555725
"PLXDC1|57125",2051.31326322365,-0.2936784207783,0.374025382619186,-0.785183130411522,0.432346204824491,0.731114400555725
"RAB6A|5870",12709.143172732,-0.286426101130104,0.364816549566682,-0.78512365042187,0.432381074434333,0.731114400555725
"SND1|27044",14265.6657187244,-0.288873968345119,0.367968636023468,-0.785050518073761,0.432423949848693,0.731114400555725
"TC2N|123036",11177.1351062496,-0.333031125400179,0.424202641895387,-0.785075557078469,0.432409269915706,0.731114400555725
"ZNF646|9726",1874.62281660349,-0.309372172531844,0.394048589661044,-0.785111736595636,0.432388059003737,0.731114400555725
"ALG9|79796",2185.83003164471,0.292252357506858,0.372378080662841,0.784826961314808,0.432555030077696,0.731271864604551
"FAM189A1|23359",59.56813819926,-0.37298525450293,0.475308277298632,-0.784722825831596,0.432616096710247,0.731310947342384
"RPGR|6103",937.467380762659,0.299366878758816,0.381546006869736,0.784615415621487,0.43267908892078,0.73135327801003
"ADPRHL2|54936",2006.79295089841,-0.289165228403565,0.368806347367279,-0.784057081630423,0.433006617167381,0.731433013146613
"ATP1A1|476",49181.5213083053,-0.293291876109428,0.374077183177415,-0.784041073070011,0.433016010177181,0.731433013146613
"BDKRB2|624",1710.08225922941,0.297724557965277,0.3796733145087,0.784159820003507,0.432946338316804,0.731433013146613
"C11orf95|65998",2016.38848781487,0.306051023181617,0.3903625408559,0.784017397034502,0.433029902287878,0.731433013146613
"LOC100134259|100134259",72.2706354579146,0.353096940834137,0.450269076145677,0.78419096389355,0.432928066474474,0.731433013146613
"PPT2|9374",1482.16097295664,0.289434297118302,0.369090518701209,0.784182422612186,0.432933077523611,0.731433013146613
"RBM38|55544",1779.14052289405,-0.309774237485858,0.395056862240837,-0.784125697067405,0.432966358451173,0.731433013146613
"SLC9A5|6553",106.489656938674,0.329585004761814,0.420165004635032,0.784418028931519,0.432794862930748,0.731433013146613
"PHKB|5257",7624.83593725418,0.289098872894241,0.368906592272933,0.783664154964067,0.433237200633362,0.731719026591194
"?|728788",36.1022845009445,0.404497789800507,0.516239327023207,0.783547026788844,0.433305949388961,0.73177100610592
"PRG1|23574",1.15683879942903,-0.672521300004929,0.85853478326088,-0.78333611301171,0.433429761812969,0.731915960383608
"GTF2IRD2|84163",2074.34285469641,0.304159730691306,0.388342401836001,0.78322565152119,0.433494614032451,0.731961334182017
"GUCY2D|3000",31.9596497609584,0.41985668969196,0.536253833527282,0.78294394080187,0.433660032507159,0.732070101813901
"MYO18B|84700",46.8125147827667,-0.370736426060954,0.473568402698586,-0.782857183773973,0.433710982948955,0.732070101813901
"VPS54|51542",3589.18719302532,0.287343409509178,0.366966544360152,0.783023449753966,0.433613341735599,0.732070101813901
"ZNF124|7678",338.728769910322,-0.301656346517627,0.385327187490402,-0.78285767605002,0.433710693836595,0.732070101813901
"NDUFS2|4720",7375.29218369795,-0.291645563232648,0.3726384202544,-0.782650278072619,0.433832507958987,0.732211093087899
"BSDC1|55108",7795.03112215618,0.286582782330302,0.366256043082641,0.782465675974222,0.433940949674276,0.732282804568072
"PBX1|5087",20927.1031182153,-0.295611736181856,0.377803404579037,-0.782448576690934,0.433950995182782,0.732282804568072
"C20orf7|79133",603.910462212052,-0.318469563174322,0.407135457049058,-0.78222016201342,0.434085197414181,0.732445130843943
"NXPH2|11249",10.4668917513709,0.53764403008751,0.687505602720797,0.782021307113409,0.434202051688294,0.732578159524174
"VPS26A|9559",5885.2810546127,0.285831876770278,0.36560102392706,0.781813665891986,0.434324088515577,0.732719908061253
"NONO|4841",23638.3160967341,-0.284968308244879,0.364550859852689,-0.781696985600395,0.43439267363523,0.732771464778057
"SNORD116-19|727708",2.84586602723296,0.694169831442577,0.888319031477625,0.781442034724731,0.434542556498702,0.732895992148302
"TBC1D8B|54885",4626.05548159901,-0.295615915206423,0.378275491667107,-0.781483129936879,0.434518395048759,0.732895992148302
"CAMLG|819",3549.65111175621,0.286305936642445,0.366508386540476,0.781171583397931,0.434701584552467,0.733100046898626
"ADH7|131",1.21463198676493,0.670208702643584,0.858193043237948,0.780953315718918,0.434829952607338,0.733188206903142
"DNAJC3|5611",8929.1741089255,-0.294480887194545,0.377064494826511,-0.780982805952167,0.434812607469564,0.733188206903142
"LDOC1|23641",2522.24529733585,-0.290112768494241,0.371746388621627,-0.780405075540694,0.435152481303164,0.733667844898798
"R3HDML|140902",1.54454130650084,-0.724553851887827,0.928567743548326,-0.780291860149155,0.435219102906922,0.733715976915343
"CHIT1|1118",2587.84528484419,0.316337332099702,0.405499966909014,0.780116788938436,0.435322135158608,0.733761293329969
"INPP5D|3635",2068.71649734586,0.287078441591994,0.367989242847071,0.78012726505513,0.435315969397874,0.733761293329969
"IQGAP1|8826",34343.8484725597,-0.284263870136611,0.364467686211651,-0.779942587205207,0.435424669676698,0.733861368636011
"PTPRK|5796",12307.4835068087,-0.296241089113165,0.379851528292666,-0.779886526835082,0.435457669573597,0.733861368636011
"CCDC34|91057",1084.27464388962,0.292660936295485,0.375391148910483,0.779615974284129,0.435616950423015,0.734001420967204
"IFI16|3428",9432.38394156232,0.289989740783058,0.371942842405787,0.779662108584633,0.435589787664881,0.734001420967204
"EXTL3|2137",3362.46192833386,0.285775004761219,0.366726732195345,0.779258722292965,0.435827324811494,0.734009589364437
"FAM119B|25895",1265.90741515211,0.293740345955215,0.376944213643519,0.779267422932266,0.435822200584491,0.734009589364437
"INSL6|11172",1.74194660344672,0.710696940409505,0.911791766910031,0.779450929698547,0.435714132674661,0.734009589364437
"NPTXR|23467",2012.46093913614,-0.296181828476391,0.380100559338416,-0.779219659639309,0.435850331124345,0.734009589364437
"SNRPA|6626",3390.42995757932,-0.304454927458739,0.390612798308599,-0.779428960794591,0.435727069440598,0.734009589364437
"ZNF324|25799",691.527889635452,0.306342329046751,0.393088036575198,0.779322443175266,0.435789797308678,0.734009589364437
"KRTCAP3|200634",778.238452979049,-0.307323124543641,0.394512626588123,-0.778994394175604,0.435983016975421,0.734168885016895
"DDX19A|55308",3410.27502553443,0.291707263957528,0.374568002413252,0.778783190443732,0.436107441336875,0.734250087541754
"PLEKHA2|59339",3288.72828018284,0.28740162984525,0.369020110024947,0.778823760650391,0.436083539024852,0.734250087541754
"BCAT2|587",1734.82650853674,-0.286792424445857,0.368378566435142,-0.778526360046386,0.436258772860565,0.734440710386648
"FKBP7|51661",1118.16035923113,0.291703924129626,0.374754450199505,0.778386818286837,0.436341007385438,0.734462317683612
"GCDH|2639",1696.76522520742,0.288808824882683,0.371066849548734,0.778320200885399,0.436380269395278,0.734462317683612
"MAPK7|5598",947.073773175805,0.295701800775192,0.379927771057419,0.778310571907371,0.436385944552818,0.734462317683612
"ABHD8|79575",658.487660823577,-0.291537625565984,0.374728116133962,-0.777997734927801,0.43657034853852,0.734617065147053
"FAM161B|145483",791.777390620136,0.35239305293695,0.453007968223232,0.777895926023311,0.43663037020364,0.734617065147053
"L3MBTL|26013",574.505051883918,0.298338585523384,0.383517518498153,0.777900802789067,0.436627494987186,0.734617065147053
"SLC1A6|6511",64.0348693142838,0.34493439490164,0.44336557685913,0.777990924205727,0.436574363666429,0.734617065147053
"FZD6|8323",4468.96032450872,0.295810787149559,0.380329955818052,0.777774094899518,0.43670220226044,0.734653975562798
"SETBP1|26040",3506.98115550218,0.316737194370385,0.407258864209026,0.777729405560142,0.436728552957678,0.734653975562798
"IFITM3|10410",21633.0618103174,-0.301685796817804,0.38794533010631,-0.777650285763542,0.43677520753373,0.734668327169635
"DCAF5|8816",5847.15247636095,0.292276801514752,0.376012374672123,0.777306336711958,0.436978057358077,0.734855355749951
"DNAH8|1769",41.1254293777453,-0.372460504208301,0.479231857911147,-0.777203138855926,0.437038930634123,0.734855355749951
"MED8|112950",2334.34856912099,-0.290760351831822,0.37403529902661,-0.777360726617239,0.436945976372355,0.734855355749951
"TIGD4|201798",52.9869504081569,-0.381411540764107,0.4907425912307,-0.777213039136447,0.437033090548064,0.734855355749951
"RCHY1|25898",2172.11195934975,0.299680231046932,0.385677735905858,0.777022376837648,0.437145568416219,0.734970532974084
"TOMM5|401505",2380.33753941306,-0.304855522586266,0.392492056510118,-0.7767176877334,0.437325348985681,0.735144522008293
"WDR66|144406",265.837208063542,-0.319761370206575,0.411674532359485,-0.776733426704548,0.437316061227327,0.735144522008293
"LRP11|84918",4460.52574190622,-0.310628278618,0.400145822079427,-0.776287696829536,0.437579135770181,0.735506979976203
"ANXA2P3|305",4.18138401034089,-0.597522725499113,0.769958077002068,-0.776045791773034,0.43772194883836,0.735547290314384
"C12orf75|387882",1196.50398608452,-0.291934266416218,0.376164535266159,-0.776081312954334,0.437700976580637,0.735547290314384
"HGD|3081",328.632752705756,0.381188767742051,0.491229936088109,0.775988472481204,0.43775579225861,0.735547290314384
"PCDHGA5|56110",473.795340248862,0.304254019502225,0.39201094429623,0.776136543964218,0.437668368482009,0.735547290314384
"GDF15|9518",478.567134588069,-0.318509270903122,0.410533080966716,-0.775843130967917,0.437841613986951,0.73562735336901
"MSL3|10943",1965.99720733386,-0.286860536917471,0.369887562893866,-0.77553442098236,0.438023934169336,0.73586951751175
"WIPI2|26100",5265.59593246885,0.284224823704516,0.366554458813742,0.775395897854675,0.438105758352604,0.735942823327495
"C1orf66|51093",2090.86731135695,-0.285667389165939,0.368476463100136,-0.775266313518393,0.438182310440751,0.73596741827093
"TAX1BP1|8887",13570.4227797362,-0.288345205903875,0.371942274313081,-0.77524182061962,0.438196780511683,0.73596741827093
"C1orf123|54987",2367.72170757615,0.296511117651562,0.38267746911186,0.774832964009412,0.438438367998832,0.736052425272714
"LNPEP|4012",1881.18863342653,0.2894841197397,0.37359482254793,0.774861165809011,0.438421701503247,0.736052425272714
"LPIN3|64900",1598.952271937,0.287095516708691,0.370422412981686,0.775048989065588,0.438310712363457,0.736052425272714
"NCRNA00081|92482",2285.86958635364,0.285126399103525,0.367923264040243,0.774961593818482,0.438362354242186,0.736052425272714
"RERG|85004",4370.88295873908,0.335108681785781,0.432446693207574,0.774913271506805,0.438390909412843,0.736052425272714
"SNORD116-28|100033820",372.030821135445,0.335572449471158,0.433135756093656,0.774751206175179,0.438486686710775,0.736069419826075
"ACCN1|40",28.5872269604834,-0.399534061609686,0.515853868010456,-0.774510159535311,0.438629162593331,0.736116223315866
"CHSY1|22856",6204.22122712478,-0.285697282163687,0.368863104453097,-0.774534722271238,0.438614643034341,0.736116223315866
"LRRC67|286187",9.98021844182891,-0.546315452686188,0.705277086828319,-0.774611089583255,0.438569502445982,0.736116223315866
"DNAJB5|25822",619.42802889757,-0.290861517843188,0.375617172291425,-0.774356284268924,0.438720127842386,0.736204770432829
"ARMCX6|54470",2397.39572442633,-0.289393530727594,0.373843083262878,-0.774104279800459,0.438869126783729,0.736242431657844
"C7orf46|340277",1052.97405835788,-0.301336080116494,0.389292990582829,-0.774059865977421,0.438895389698786,0.736242431657844
"ENOX2|10495",1234.71114673569,0.289970086485723,0.374567220399509,0.774146990696207,0.438843871700406,0.736242431657844
"SF3B1|23451",29419.273628007,-0.282194951048313,0.364476171831742,-0.774248010864718,0.438784141488934,0.736242431657844
"ZXDA|7789",403.568958610828,0.304436378065295,0.393544436614412,0.773575611141407,0.439181799307936,0.736658756590063
"DOK1|1796",1135.14403820864,-0.288885683217523,0.373488241550066,-0.773479995028967,0.439238363569359,0.736689512997834
"COQ10B|80219",2764.12139837257,-0.298446352746583,0.38592474910145,-0.773327840314611,0.439328383374011,0.736776370724965
"KLHDC10|23008",3318.57243923834,0.30205154329999,0.390702539049551,0.773098490823174,0.439464094201072,0.736924856344644
"MAP2K4|6416",3751.84082054642,0.285222009598442,0.368957236582569,0.773048964265571,0.439493403246795,0.736924856344644
"IL17RC|84818",2719.77237010418,-0.28588891934216,0.369887140189742,-0.772908512568203,0.439576526478057,0.737000108035378
"COX8A|1351",4216.48172805115,-0.306415686016563,0.396548300524372,-0.772707096743013,0.439695745729659,0.737007629464753
"LHFPL5|222662",76.5586903108897,-0.335641553613315,0.434369068283779,-0.772710531482954,0.439693712530677,0.737007629464753
"RAET1G|353091",38.9229254436736,0.388165913908328,0.502303377268765,0.772771857555389,0.43965741138696,0.737007629464753
"PPWD1|23398",1940.59962785004,0.284701290914367,0.368484847740269,0.77262686012816,0.439743243438382,0.737023138311102
"ETV2|2116",32.6759039911381,-0.383474698954725,0.496415600465528,-0.772487203454345,0.439825923091901,0.737056628650244
"OAZ3|51686",163.092346334341,-0.313432784536385,0.405757193254262,-0.772463901434711,0.439839719240195,0.737056628650244
"C5orf40|408263",1.10812745658198,0.662000116536982,0.857103640494212,0.772368807295309,0.439896023065451,0.737086884661708
"CNIH|10175",4125.73320536854,-0.285460578448444,0.36979211190619,-0.771948803821052,0.44014475034097,0.737439530848621
"SLC35B4|84912",1476.30001098647,0.288720731257645,0.374063844965826,0.771848803735687,0.440203982570127,0.737474654273574
"TRIM44|54765",5736.34592606686,0.296234547269405,0.383918912644464,0.771607069912025,0.440347185664169,0.737650435929607
"CNGA2|1260",1.07693822053206,-0.660545810072854,0.856338020871424,-0.771361067678242,0.440492944788873,0.737830468407333
"LRTOMT|220074",1574.0465102101,-0.296564841004985,0.384574957090563,-0.771149643358465,0.440618238208456,0.737976192292295
"ACER3|55331",2303.81788521142,0.306840388053126,0.398279369638212,0.770414968598179,0.441053776995202,0.738320651187851
"BAT2L1|84726",21743.8709191636,0.285845807500711,0.371001374106236,0.770471021001822,0.441020538640352,0.738320651187851
"KRT80|144501",1448.6749686721,-0.289682312674271,0.375997476851312,-0.770436852662246,0.441040799855705,0.738320651187851
"LACTB|114294",1339.78653636991,-0.291161970352941,0.377921364937263,-0.770430034833504,0.441044842770262,0.738320651187851
"RPL23AP53|644128",3636.36668185017,0.282986970549905,0.367278139642533,0.770497723674304,0.4410047048036,0.738320651187851
"SPHK2|56848",784.750113682626,-0.291996469689297,0.378957756976697,-0.770525116094278,0.44098846230699,0.738320651187851
"LOC100128288|100128288",314.805617981342,0.29797824784739,0.386936664155442,0.770095665392113,0.441243147068349,0.738381094751142
"MYOM3|127294",240.998503670914,0.311598926486612,0.404607145429441,0.770127097374634,0.441224503545161,0.738381094751142
"NHEDC2|133308",614.199327120431,0.294936366109132,0.382973634773835,0.770121855211538,0.441227612843264,0.738381094751142
"PFKL|5211",7967.10692151133,-0.282416683140044,0.366646089310622,-0.770270545285379,0.4411394247769,0.738381094751142
"LSM12|124801",3896.83045509592,-0.281956628508098,0.366217070866083,-0.769916672211065,0.441349323441309,0.738494643747284
"PMS2L1|5379",844.895412731089,-0.28705497452029,0.372917760018526,-0.769754099418676,0.441445772139394,0.738591897456005
"AHDC1|27245",2522.37686902178,0.28628485262328,0.372073163001405,0.769431609401507,0.441637129800087,0.73878377850499
"NME1-NME2|654364",5557.81440181347,-0.299676639332419,0.389449102186906,-0.769488586954288,0.441603317264626,0.73878377850499
"GGNBP2|79893",5368.48789955255,0.284002505006249,0.369250204074474,0.769132966948797,0.441814379252117,0.738956129340314
"GSTT1|2952",2030.8939714443,0.286507113462513,0.372508625295157,0.769128804025676,0.441816850306632,0.738956129340314
"REEP3|221035",2762.27900416148,0.283967041904655,0.369255054403877,0.769026824461723,0.441877386458905,0.738993240861716
"DYRK2|8445",2217.58469164561,-0.28312660892669,0.368195274741483,-0.768957747014755,0.441918394262266,0.738997689676166
"CA7|766",5.49083703928173,-0.619484587246533,0.805758084289367,-0.768822056303516,0.441998953349687,0.739004149748552
"LOC100288778|100288778",1503.24583562006,-0.289810560824411,0.376942965129023,-0.768844593571902,0.441985572472418,0.739004149748552
"C6orf162|57150",469.126405398318,0.294409524720604,0.383185392332351,0.768321367703005,0.442296283089143,0.739026925334195
"CASP8|841",2110.29193636837,-0.282550131232638,0.367830356302022,-0.768153379381879,0.44239606718153,0.739026925334195
"CBX1|10951",5613.53562662216,-0.282492408566813,0.36756799728667,-0.768544624809908,0.442163689588112,0.739026925334195
"CRNKL1|51340",4117.88642201103,-0.284987770391698,0.370830298140516,-0.768512637237937,0.44218268576933,0.739026925334195
"DKFZp434J0226|93429",66.8514936714425,-0.343954632168565,0.447584948645891,-0.768467825401981,0.442209298570033,0.739026925334195
"OBP2B|29989",603.477409537718,-0.311968158248695,0.405868978283916,-0.768642529832535,0.442105550485764,0.739026925334195
"OR10Q1|219960",1.19947206526783,0.659156331766733,0.857519697564273,0.768677773395786,0.442084622812918,0.739026925334195
"POLR2F|5435",1806.27907847418,-0.307906055206919,0.400760642415171,-0.768304126251853,0.442306523818507,0.739026925334195
"RPS16|6217",30548.432068287,0.290014682471189,0.377528581798841,0.76819265203533,0.442372738298871,0.739026925334195
"TFAM|7019",2214.53571859863,0.293941489959275,0.382619540833216,0.768234391058988,0.442347945105608,0.739026925334195
"FLYWCH1|84256",1703.52559057222,0.285970752690141,0.372360501210008,0.767994327435003,0.442490554987003,0.739062343069385
"SERF1A|8293",1913.90501969589,-0.283630496841164,0.369316035533877,-0.767988577672106,0.442493970958153,0.739062343069385
"C19orf57|79173",286.61249726558,0.306489010067984,0.399273122468297,0.767617434835773,0.442714501215919,0.739350650191492
"HIVEP3|59269",1557.36234494204,0.296341736915029,0.386127803091731,0.767470600516763,0.442801766402749,0.739350650191492
"MYST2|11143",4216.19876834796,0.2930827031882,0.381841068085635,0.767551548757114,0.442753656792001,0.739350650191492
"NTM|50863",912.334899254743,-0.316984843230098,0.413041945693758,-0.767439836401315,0.442820051087655,0.739350650191492
"MAX|4149",4216.15551261356,-0.282336757901455,0.367974528877296,-0.767272557594884,0.442919480980398,0.739452596203175
"ANAPC16|119504",9142.48483872401,0.280499666490966,0.365814949838767,0.76678021664942,0.443212200640344,0.739877193220727
"CSRP2BP|57325",2384.45265375807,0.281987428282606,0.367837707747298,0.76660826865616,0.443314457786579,0.739878009149738
"DUSP23|54935",1483.81890114778,-0.299773018716571,0.391010048748635,-0.766663208978762,0.443281783415164,0.739878009149738
"SLC39A9|55334",8587.80626984261,-0.298065906649873,0.38882267112856,-0.766585718329475,0.443327869423073,0.739878009149738
"ATXN7|6314",2860.74284100397,0.283842640171172,0.370526790734171,0.76605159807408,0.443645601184873,0.740344161797168
"RPL18A|6142",37882.0988572556,0.288795362201689,0.377071868835732,0.765889439308718,0.443742090195039,0.740441061576638
"C4orf41|60684",3683.11757931751,0.285638932455976,0.372999415909228,0.765789221840198,0.443801728389593,0.740476459549423
"G2E3|55632",1610.4602245777,-0.283828113832733,0.37071821706124,-0.765616850670833,0.443904315078868,0.740481905385388
"LILRA2|11027",163.559254213982,-0.314732569699156,0.411213355573626,-0.765375359124989,0.444048061526704,0.740481905385388
"MAP4K2|5871",1160.91283733254,-0.296879994478271,0.387910541088965,-0.76533108289569,0.444074419579024,0.740481905385388
"PHF15|23338",4779.49435237203,0.288278879324036,0.376669121677732,0.765337169237566,0.44407079626998,0.740481905385388
"POU5F1B|5462",71.733533952908,-0.337363883100144,0.440708312246417,-0.765503789525783,0.443971610764244,0.740481905385388
"SCAMP2|10066",7117.76519839224,-0.280220453315588,0.366038301236597,-0.765549540495929,0.443944378400575,0.740481905385388
"SCD5|79966",1677.46078776806,0.282197934925568,0.368631319120136,0.765528918159013,0.443956653322292,0.740481905385388
"SPSB2|84727",383.304436017821,-0.292290207408855,0.381945244677706,-0.76526730331594,0.444112389727794,0.740481905385388
"ANKRD11|29123",7541.56401343505,0.280649658819001,0.366854942045371,0.76501534163411,0.444262409191587,0.74066795462679
"SKIV2L|6499",3125.16593155996,-0.286452107485573,0.374566024037108,-0.764757316742626,0.444416068697934,0.740860039781824
"INSL5|10022",2.86679099613577,-0.680790580904732,0.890574444089653,-0.764439834786228,0.444605177806228,0.741058662181674
"LFNG|3955",3070.53138707622,-0.280746227373118,0.367263056194663,-0.764428173859972,0.444612124546962,0.741058662181674
"LOC348021|348021",0.605982869984463,-0.646386861869632,0.845949523969331,-0.764096253446282,0.444809884809577,0.741260056223224
"PGLS|25796",2269.69256301217,-0.299105237190177,0.391423337810245,-0.764147684354931,0.444779238667539,0.741260056223224
"C20orf197|284756",19.0530944740914,-0.422741870346435,0.553372732083645,-0.763936937685131,0.444904823955759,0.741354160177382
"TMEM232|642987",108.474251555254,0.355680959250416,0.46563133651162,0.763868175013903,0.444945804446497,0.74135834320322
"NIT2|56954",2894.15491681359,-0.288033376538997,0.377277789027673,-0.763451718908027,0.445194045795662,0.741707828869042
"ZNF468|90333",1813.15949057833,-0.300060916974153,0.393111311049883,-0.763297591648484,0.445285938058675,0.741796793942663
"EPC2|26122",3117.27220945413,0.281273812399819,0.368637368039893,0.763009496013383,0.445457732640526,0.741901746435044
"PCDH12|51294",1824.49360118644,0.303360473707674,0.397589994519727,0.762998259234673,0.445464434020025,0.741901746435044
"TGFBI|7045",8655.6200934057,-0.305519297026211,0.400377835236103,-0.763077448695545,0.445417208308304,0.741901746435044
"IGSF11|152404",29.6813915946597,-0.384368363032831,0.503964291736225,-0.762689677295647,0.445648488278736,0.742144142552671
"SERPINB12|89777",0.617539728137884,0.646681897233198,0.848078446735575,0.762526037210835,0.445746109283817,0.7422425708121
"ADAM21P1|145241",4.33944992871134,-0.634671969073283,0.833244146431238,-0.761687881987009,0.446246309495067,0.742990268787396
"PPP2R5D|5528",4331.7090217529,-0.29119655224076,0.382331696852553,-0.761633300712341,0.446278893974638,0.742990268787396
"TMX3|54495",4446.2091461045,0.280839125593319,0.368758601208362,0.761579864640592,0.446310796091687,0.742990268787396
"BPIL2|254240",1.15105267130812,-0.65298834392074,0.857774230268441,-0.76125898969521,0.446502390435155,0.743170566005944
"GPS1|2873",4487.21286050921,-0.279417718588928,0.367073018434859,-0.761204731909527,0.446534792371067,0.743170566005944
"RNF17|56163",2.43917949259739,0.701996619965185,0.92215920764148,0.761253169895267,0.446505865868327,0.743170566005944
"AMMECR1L|83607",2966.28400821772,0.279138320735598,0.366802772524067,0.761003846330748,0.446654769875644,0.743241867737979
"WDR64|128025",6.49967019906224,0.562530762050322,0.739167184112791,0.761033192680919,0.446637241829462,0.743241867737979
"PIGX|54965",2686.28362020005,-0.284490821870432,0.373916816569361,-0.760839869360782,0.44675271756959,0.743340668302847
"SETD6|79918",1150.74518722282,0.284824697945803,0.374397753259045,0.760754292637898,0.446803839617252,0.743361546513343
"CLK1|1195",8606.65636033145,0.277746308994918,0.365215592907691,0.760499590895396,0.446956013707691,0.743550530055328
"LOC285074|285074",1229.90189019991,0.284091342372566,0.373635321864035,0.760343912227727,0.44704903999264,0.743641091903164
"SEC23IP|11196",5062.08487121975,-0.298454107790794,0.392669906108463,-0.760063613605151,0.447216561091964,0.743750221936783
"SNRPB2|6629",3280.13446812922,-0.285211411697647,0.375258218182185,-0.760040414515795,0.447230427679074,0.743750221936783
"UNC5D|137970",27.0549792916595,0.411857175848237,0.541815884585783,0.760142305837158,0.447169526899368,0.743750221936783
"DCAF12|25853",5379.67199379304,-0.278345117601613,0.366322613510911,-0.75983602249912,0.447352607682938,0.743889214139089
"ITSN2|50618",4798.60808060388,0.278595973601003,0.366690663023066,0.759757478699363,0.447399564083521,0.743903106078821
"TUBB8|347688",23.8298371838239,-0.400868785452436,0.527701717996822,-0.759650332339548,0.447463624675406,0.743945432759878
"SNORD59A|26789",2.65925206849453,0.653300449150725,0.860109554570298,0.759554926089744,0.447520670487041,0.743976090489627
"NEK6|10783",2512.46454121304,-0.279814250692042,0.368445905250832,-0.759444593369952,0.44758664636769,0.744021587350276
"CDK6|1021",3321.19194378437,0.296538301595133,0.390549042206857,0.759285696668204,0.447681671865322,0.744115361265881
"PMS2L5|5383",313.793545350298,-0.294945435785555,0.388661827805182,-0.758874205504424,0.447927810517769,0.744460270503486
"IRGQ|126298",2940.16670919011,-0.281490429549037,0.371144957378955,-0.758437974038328,0.448188831840621,0.744704981974322
"PMS2L2|5380",668.447375574239,-0.29524942823875,0.389281214663306,-0.758447664868995,0.448183032344497,0.744704981974322
"TAF10|6881",1962.86781799606,-0.283156841716452,0.373343887969502,-0.758434384064654,0.448190980278044,0.744704981974322
"ARID3A|1820",241.61330414038,-0.303256785219082,0.399985349732791,-0.758169731520598,0.448349379006489,0.744903947136309
"KRTAP3-2|83897",2.69053182922207,-0.63598404929912,0.839049204659718,-0.757981827248198,0.448461861978116,0.744962377569198
"NFIC|4782",3581.57741110706,0.28908558472288,0.38138190878445,0.757995012517141,0.44845396850964,0.744962377569198
"LOC253039|253039",1852.21959939601,0.281191790472668,0.371097142987383,0.757730949392484,0.448612067076639,0.745147659423712
"SNORD87|641648",16.9555061560361,-0.437410669116524,0.577392560587709,-0.757562010621158,0.448713229856568,0.745251456741009
"HIST1H2AH|85235",2.46561880783561,-0.705988385105205,0.932164808712276,-0.757364339982413,0.448831614098364,0.745319606660024
"WNT2B|7482",84.0399268894987,0.325751454938708,0.430092144812227,0.757399219836781,0.448810723389861,0.745319606660024
"FAM20B|9917",8244.56041059676,-0.289743255817952,0.382739411880296,-0.757024875997278,0.449034959225153,0.745593029400993
"LOC400752|400752",102.548202997613,0.317237156792047,0.419103395521759,0.756942463797281,0.449084333522548,0.74561076861489
"NLRP13|126204",31.3763851945301,0.537547889560582,0.710307242151801,0.756782217132036,0.449180348349943,0.745705934963108
"ASB3|51130",1163.0966944117,0.28161999208158,0.372161407399482,0.756714657893815,0.449220831237879,0.745708901609542
"CDRT4|284040",963.969497190233,0.284885766138996,0.376527686782843,0.756613062303968,0.449281713305534,0.745745727572002
"CPB2|1361",4.68585857448296,-0.619685121178358,0.819154256146283,-0.756493806299281,0.449353184506144,0.745800122178788
"EIF5A2|56648",724.085089649382,0.295875547003133,0.391224731778127,0.756280273126832,0.449481172973962,0.745883806908183
"SPATS2L|26010",5544.50878253022,-0.298092821149607,0.39419006440035,-0.756215968058635,0.449519720483194,0.745883806908183
"TMEM42|131616",686.958730049473,0.29402458129436,0.388782076459757,0.756270926817777,0.449486775478674,0.745883806908183
